alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
high - volume,2012-2017,2000,907,36.7K,0.01,0.00,0.07%,4.57%,16.53%,0.09bpm
high * volume,2012,871,2038,228K,0.41,0.18,2.71%,2.75%,14.41%,3.73bpm
high * volume,2013,882,2037,-869K,-1.51,-1.17,-8.69%,4.63%,14.47%,-11.92bpm
high * volume,2014,896,2016,769K,1.01,0.74,7.69%,2.40%,14.51%,10.51bpm
high * volume,2015,888,2007,574K,0.73,0.46,5.74%,2.97%,14.36%,7.93bpm
high * volume,2016,885,2017,-881K,-1.06,-0.84,-8.81%,8.52%,13.85%,-12.63bpm
high * volume,2017,888,2023,119K,1.97,1.98,14.24%,0.41%,14.06%,20.08bpm
high * volume,2012-2017,885,2023,-61.6K,-0.02,0.00,-0.13%,8.63%,14.31%,-0.17bpm
volume/high,2012,795,2113,1.04M,0.95,0.80,12.39%,4.70%,17.34%,14.18bpm
volume/high,2013,808,2111,130K,0.15,0.04,1.30%,3.95%,17.32%,1.49bpm
volume/high,2014,809,2104,-1.59M,-1.15,-1.09,-15.94%,14.30%,17.91%,-17.67bpm
volume/high,2015,809,2085,-268K,-0.17,-0.07,-2.68%,7.20%,17.52%,-3.03bpm
volume/high,2016,798,2104,1.02M,0.50,0.40,10.21%,9.44%,16.13%,12.56bpm
volume/high,2017,785,2126,160K,3.10,3.49,19.19%,0.73%,15.08%,25.25bpm
volume/high,2012-2017,804,2104,491K,0.07,0.02,1.00%,17.41%,17.20%,1.15bpm
high/volume,2012,786,2122,-842K,-1.52,-1.11,-10.01%,5.88%,18.80%,-10.56bpm
high/volume,2013,807,2111,-852K,-1.77,-1.23,-8.52%,5.27%,17.66%,-9.57bpm
high/volume,2014,841,2072,272K,0.51,0.23,2.72%,1.87%,13.63%,3.95bpm
high/volume,2015,836,2059,5.91K,0.01,0.00,0.06%,2.32%,15.56%,0.08bpm
high/volume,2016,824,2078,342K,0.41,0.20,3.42%,5.62%,13.75%,4.94bpm
high/volume,2017,805,2106,-405K,-7.48,-13.87,-48.58%,2.05%,14.14%,-68.19bpm
high/volume,2012-2017,820,2088,-1.48M,-0.46,-0.20,-3.00%,11.11%,15.76%,-3.78bpm
high + returns,2012,1118,1791,41.7K,0.08,0.04,0.50%,2.78%,2.47%,3.98bpm
high + returns,2013,1126,1793,-880K,-1.88,-4.41,-8.80%,4.22%,1.60%,-109.43bpm
high + returns,2014,1132,1781,622K,1.02,1.88,6.22%,1.65%,1.81%,68.25bpm
high + returns,2015,1105,1790,803K,1.10,2.25,8.03%,2.25%,1.93%,82.74bpm
high + returns,2016,1090,1812,-1.10M,-1.31,-3.47,-11.01%,9.49%,1.57%,-138.85bpm
high + returns,2017,1073,1838,67.9K,1.40,3.38,8.15%,0.39%,1.40%,115.55bpm
high + returns,2012-2017,1113,1794,-446K,-0.14,-0.10,-0.91%,9.60%,1.85%,-9.74bpm
high - returns,2012,1118,1791,42.2K,0.08,0.04,0.50%,2.77%,2.47%,4.03bpm
high - returns,2013,1126,1793,-880K,-1.88,-4.41,-8.80%,4.22%,1.59%,-109.64bpm
high - returns,2014,1132,1781,623K,1.02,1.89,6.23%,1.65%,1.81%,68.42bpm
high - returns,2015,1105,1790,803K,1.10,2.25,8.03%,2.25%,1.92%,82.89bpm
high - returns,2016,1090,1812,-1.10M,-1.31,-3.47,-11.01%,9.49%,1.57%,-139.04bpm
high - returns,2017,1073,1838,67.9K,1.40,3.38,8.14%,0.39%,1.40%,115.56bpm
high - returns,2012-2017,1113,1794,-444K,-0.14,-0.10,-0.90%,9.59%,1.84%,-9.71bpm
high * returns,2012,1421,1487,-859K,-2.47,-0.87,-10.21%,4.86%,82.86%,-2.44bpm
high * returns,2013,1372,1547,-908K,-2.33,-0.78,-9.08%,4.64%,81.74%,-2.20bpm
high * returns,2014,1398,1514,-1.09M,-1.33,-0.48,-10.89%,8.19%,81.69%,-2.64bpm
high * returns,2015,1408,1487,-1.36M,-2.36,-0.95,-13.64%,7.32%,83.73%,-3.23bpm
high * returns,2016,1410,1493,-962K,-2.04,-0.70,-9.62%,5.87%,82.59%,-2.31bpm
high * returns,2017,1390,1521,111K,5.25,2.07,13.34%,0.20%,85.48%,3.10bpm
high * returns,2012-2017,1401,1506,-5.07M,-1.85,-0.65,-10.30%,27.50%,82.56%,-2.47bpm
returns/high,2012,1472,1436,1.58M,1.56,0.74,18.81%,4.71%,82.93%,4.50bpm
returns/high,2013,1401,1518,1.19M,1.18,0.45,11.85%,2.87%,82.91%,2.84bpm
returns/high,2014,1459,1453,-1.89M,-1.34,-0.63,-18.87%,16.11%,83.63%,-4.48bpm
returns/high,2015,1476,1419,-1.07M,-0.78,-0.28,-10.66%,7.81%,83.13%,-2.54bpm
returns/high,2016,1429,1473,3.05M,1.70,1.03,30.46%,7.05%,82.51%,7.33bpm
returns/high,2017,1462,1449,247K,2.93,1.75,29.69%,1.02%,83.43%,7.06bpm
returns/high,2012-2017,1447,1460,3.11M,0.46,0.13,6.31%,19.33%,83.03%,1.51bpm
high/returns,2012,1432,1424,529K,0.96,0.27,6.29%,3.07%,79.07%,1.58bpm
high/returns,2013,1412,1455,998K,2.12,0.76,9.98%,1.18%,78.57%,2.52bpm
high/returns,2014,1407,1460,-46.1K,-0.09,-0.01,-0.46%,2.09%,78.90%,-0.12bpm
high/returns,2015,1427,1428,98.4K,0.22,0.02,0.98%,1.89%,77.95%,0.25bpm
high/returns,2016,1419,1436,240K,0.56,0.10,2.40%,1.97%,78.31%,0.61bpm
high/returns,2017,1409,1429,85.1K,3.56,1.29,10.22%,0.34%,77.94%,2.60bpm
high/returns,2012-2017,1419,1441,1.90M,0.77,0.17,3.87%,3.24%,78.54%,0.98bpm
high + adv20,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
high + adv20,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
high + adv20,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
high + adv20,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
high + adv20,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
high + adv20,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
high + adv20,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
high - adv20,2012,2013,896,-259K,-0.50,-0.48,-3.08%,3.46%,3.35%,-18.25bpm
high - adv20,2013,2003,916,19.2K,0.04,0.01,0.19%,1.90%,2.87%,1.33bpm
high - adv20,2014,1984,929,-72.9K,-0.12,-0.06,-0.73%,4.40%,3.29%,-4.39bpm
high - adv20,2015,1975,919,-23.7K,-0.04,-0.01,-0.24%,2.56%,3.30%,-1.42bpm
high - adv20,2016,1988,915,-452K,-0.72,-0.89,-4.52%,3.84%,3.02%,-29.68bpm
high - adv20,2017,1980,931,-195K,-5.20,-15.07,-23.34%,0.75%,2.78%,-166.55bpm
high - adv20,2012-2017,1992,916,-982K,-0.35,-0.27,-1.99%,6.21%,3.15%,-12.55bpm
high * adv20,2012,878,2030,260K,0.47,0.44,3.09%,2.88%,3.46%,17.73bpm
high * adv20,2013,890,2029,-1.00M,-1.80,-3.52,-10.00%,5.29%,2.61%,-76.08bpm
high * adv20,2014,903,2010,720K,0.97,1.55,7.20%,2.36%,2.84%,50.30bpm
high * adv20,2015,897,1998,783K,0.98,1.62,7.83%,2.20%,2.88%,53.90bpm
high * adv20,2016,896,2006,-726K,-0.88,-1.45,-7.26%,7.82%,2.67%,-54.07bpm
high * adv20,2017,895,2016,189K,3.12,9.52,22.69%,0.41%,2.44%,184.46bpm
high * adv20,2012-2017,893,2014,226K,0.06,0.03,0.46%,9.15%,2.86%,3.17bpm
adv20/high,2012,797,2111,910K,0.98,1.53,10.82%,5.93%,4.49%,47.83bpm
adv20/high,2013,814,2105,882K,1.11,1.71,8.82%,2.68%,3.69%,47.39bpm
adv20/high,2014,812,2101,-1.28M,-1.15,-1.90,-12.75%,11.46%,4.65%,-54.45bpm
adv20/high,2015,813,2082,186K,0.14,0.08,1.86%,6.18%,5.37%,6.87bpm
adv20/high,2016,805,2098,1.11M,0.58,0.93,11.10%,8.31%,4.29%,51.38bpm
adv20/high,2017,796,2115,188K,3.81,10.05,22.57%,0.62%,3.24%,138.20bpm
adv20/high,2012-2017,808,2099,2.00M,0.31,0.30,4.06%,13.59%,4.48%,18.01bpm
high/adv20,2012,803,2105,-412K,-0.75,-0.79,-4.90%,4.60%,4.39%,-22.14bpm
high/adv20,2013,826,2092,-588K,-1.21,-1.58,-5.88%,4.36%,3.42%,-34.11bpm
high/adv20,2014,851,2062,254K,0.47,0.40,2.54%,1.95%,3.48%,14.48bpm
high/adv20,2015,844,2051,5.91K,0.01,0.00,0.06%,2.58%,4.02%,0.29bpm
high/adv20,2016,836,2067,360K,0.44,0.51,3.60%,5.10%,2.67%,26.74bpm
high/adv20,2017,814,2097,-316K,-6.30,-22.19,-37.88%,1.57%,3.05%,-246.29bpm
high/adv20,2012-2017,833,2075,-695K,-0.22,-0.14,-1.41%,8.43%,3.56%,-7.86bpm
high + sharesout,2012,927,1982,186K,0.38,0.50,2.22%,2.17%,1.29%,34.22bpm
high + sharesout,2013,922,1997,-713K,-1.31,-4.05,-7.13%,4.83%,0.75%,-189.49bpm
high + sharesout,2014,933,1980,-246K,-0.32,-0.54,-2.46%,3.25%,0.84%,-58.02bpm
high + sharesout,2015,930,1964,351K,0.54,1.00,3.51%,2.13%,1.05%,66.59bpm
high + sharesout,2016,939,1963,-735K,-1.03,-3.23,-7.35%,6.36%,0.75%,-193.29bpm
high + sharesout,2017,961,1950,178K,2.56,16.41,21.39%,0.49%,0.52%,812.28bpm
high + sharesout,2012-2017,931,1977,-978K,-0.30,-0.44,-1.99%,8.53%,0.92%,-43.02bpm
high - sharesout,2012,1965,944,-181K,-0.40,-0.52,-2.15%,2.16%,1.26%,-33.99bpm
high - sharesout,2013,1964,955,560K,1.13,3.17,5.60%,1.88%,0.71%,156.40bpm
high - sharesout,2014,1935,977,378K,0.55,1.20,3.78%,4.02%,0.79%,94.82bpm
high - sharesout,2015,1908,986,-183K,-0.32,-0.44,-1.83%,2.67%,0.99%,-36.79bpm
high - sharesout,2016,1917,985,518K,0.82,2.24,5.18%,1.86%,0.70%,147.27bpm
high - sharesout,2017,1898,1013,-164K,-2.67,-17.15,-19.69%,1.17%,0.48%,-819.05bpm
high - sharesout,2012-2017,1936,971,929K,0.32,0.47,1.89%,4.02%,0.87%,43.02bpm
high * sharesout,2012,858,2050,309K,0.56,0.80,3.68%,3.26%,1.82%,40.16bpm
high * sharesout,2013,852,2066,-1.37M,-2.23,-8.26,-13.73%,6.79%,1.00%,-271.44bpm
high * sharesout,2014,858,2055,322K,0.36,0.61,3.22%,3.08%,1.10%,57.87bpm
high * sharesout,2015,842,2053,750K,0.89,2.15,7.50%,2.95%,1.28%,116.45bpm
high * sharesout,2016,845,2058,-917K,-0.91,-2.65,-9.17%,10.58%,1.08%,-168.57bpm
high * sharesout,2017,854,2057,63.1K,0.87,2.58,7.58%,0.63%,0.87%,172.51bpm
high * sharesout,2012-2017,851,2056,-846K,-0.21,-0.25,-1.72%,12.50%,1.23%,-27.65bpm
sharesout/high,2012,837,2071,801K,1.19,2.51,9.52%,2.81%,2.15%,88.00bpm
sharesout/high,2013,841,2078,433K,0.69,1.18,4.33%,1.92%,1.49%,57.51bpm
sharesout/high,2014,833,2079,-1.40M,-2.28,-6.56,-13.96%,8.04%,1.69%,-163.57bpm
sharesout/high,2015,823,2072,-106K,-0.11,-0.08,-1.06%,5.85%,2.16%,-9.74bpm
sharesout/high,2016,835,2067,14.2K,0.01,0.00,0.14%,3.29%,1.71%,1.65bpm
sharesout/high,2017,850,2061,312K,4.21,26.75,37.39%,0.45%,0.92%,802.06bpm
sharesout/high,2012-2017,834,2073,58.3K,0.01,0.00,0.12%,11.72%,1.82%,1.29bpm
high/sharesout,2012,921,1987,-463K,-0.90,-1.28,-5.51%,4.59%,2.73%,-40.06bpm
high/sharesout,2013,939,1980,-220K,-0.53,-0.63,-2.20%,2.09%,1.53%,-28.44bpm
high/sharesout,2014,923,1990,76.4K,0.17,0.11,0.76%,2.23%,1.88%,8.07bpm
high/sharesout,2015,901,1994,4.24K,0.01,0.00,0.04%,2.44%,2.03%,0.42bpm
high/sharesout,2016,893,2009,291K,0.40,0.60,2.91%,5.18%,1.30%,44.59bpm
high/sharesout,2017,877,2034,-288K,-5.58,-26.03,-34.53%,1.50%,1.58%,-432.32bpm
high/sharesout,2012-2017,914,1993,-599K,-0.22,-0.18,-1.22%,6.93%,1.86%,-12.97bpm
high + cap,2012,859,2049,309K,0.56,0.79,3.67%,3.26%,1.83%,39.83bpm
high + cap,2013,853,2066,-1.38M,-2.24,-8.24,-13.76%,6.81%,1.01%,-269.10bpm
high + cap,2014,858,2054,322K,0.36,0.61,3.22%,3.08%,1.11%,57.28bpm
high + cap,2015,842,2053,748K,0.89,2.13,7.48%,2.96%,1.29%,115.26bpm
high + cap,2016,844,2058,-920K,-0.91,-2.65,-9.20%,10.60%,1.09%,-167.35bpm
high + cap,2017,855,2056,63.0K,0.87,2.55,7.56%,0.63%,0.88%,169.83bpm
high + cap,2012-2017,851,2056,-854K,-0.21,-0.25,-1.73%,12.52%,1.24%,-27.69bpm
high - cap,2012,2052,856,-310K,-0.56,-0.79,-3.68%,4.81%,1.83%,-39.96bpm
high - cap,2013,2067,852,1.38M,2.24,8.25,13.75%,2.12%,1.01%,269.70bpm
high - cap,2014,2056,857,-319K,-0.35,-0.60,-3.19%,6.06%,1.11%,-57.01bpm
high - cap,2015,2053,841,-746K,-0.88,-2.13,-7.46%,6.37%,1.28%,-115.23bpm
high - cap,2016,2059,843,917K,0.91,2.64,9.17%,4.66%,1.09%,167.20bpm
high - cap,2017,2058,853,-62.8K,-0.87,-2.54,-7.53%,1.36%,0.88%,-169.64bpm
high - cap,2012-2017,2058,850,854K,0.21,0.25,1.73%,12.71%,1.24%,27.76bpm
high * cap,2012,740,2168,670K,0.92,1.57,7.96%,3.97%,2.72%,58.17bpm
high * cap,2013,750,2169,-1.60M,-2.09,-7.20,-15.98%,9.33%,1.35%,-234.36bpm
high * cap,2014,755,2157,285K,0.32,0.43,2.85%,2.75%,1.61%,35.18bpm
high * cap,2015,739,2155,1.31M,1.36,3.66,13.09%,2.59%,1.82%,142.99bpm
high * cap,2016,736,2166,-903K,-0.79,-2.08,-9.03%,10.54%,1.29%,-138.36bpm
high * cap,2017,746,2166,46.4K,0.59,1.36,5.56%,0.71%,1.03%,107.04bpm
high * cap,2012-2017,744,2163,-191K,-0.04,-0.02,-0.39%,14.58%,1.71%,-4.48bpm
cap/high,2012,887,2021,183K,0.38,0.48,2.18%,2.10%,1.41%,30.58bpm
cap/high,2013,892,2027,-653K,-1.23,-3.40,-6.53%,4.64%,0.85%,-151.98bpm
cap/high,2014,910,2002,-317K,-0.42,-0.78,-3.17%,3.42%,0.93%,-67.80bpm
cap/high,2015,919,1976,272K,0.44,0.68,2.72%,2.00%,1.15%,47.07bpm
cap/high,2016,910,1992,-652K,-0.95,-2.59,-6.52%,5.75%,0.88%,-146.41bpm
cap/high,2017,918,1993,175K,2.61,15.18,21.03%,0.46%,0.62%,673.28bpm
cap/high,2012-2017,905,2003,-991K,-0.31,-0.44,-2.01%,8.46%,1.03%,-38.96bpm
high/cap,2012,1116,1792,216K,0.44,0.45,2.57%,2.57%,2.46%,20.68bpm
high/cap,2013,1115,1803,706K,1.53,3.25,7.06%,1.33%,1.57%,89.18bpm
high/cap,2014,1123,1789,-252K,-0.44,-0.50,-2.52%,3.95%,1.92%,-26.11bpm
high/cap,2015,1107,1787,-397K,-0.75,-1.05,-3.97%,2.70%,2.02%,-38.90bpm
high/cap,2016,1103,1799,716K,1.20,2.40,7.16%,2.63%,1.78%,79.84bpm
high/cap,2017,1098,1813,-395K,-10.36,-58.40,-47.46%,1.87%,1.49%,-630.95bpm
high/cap,2012-2017,1113,1795,593K,0.22,0.17,1.20%,5.76%,1.93%,12.41bpm
high + split,2012,1118,1791,41.9K,0.08,0.04,0.50%,2.77%,2.47%,4.00bpm
high + split,2013,1126,1793,-880K,-1.87,-4.41,-8.80%,4.22%,1.59%,-109.57bpm
high + split,2014,1132,1781,623K,1.02,1.89,6.23%,1.65%,1.81%,68.41bpm
high + split,2015,1105,1790,802K,1.10,2.25,8.02%,2.25%,1.92%,82.71bpm
high + split,2016,1090,1812,-1.10M,-1.31,-3.47,-11.00%,9.49%,1.57%,-138.92bpm
high + split,2017,1073,1838,67.9K,1.40,3.38,8.15%,0.39%,1.40%,115.58bpm
high + split,2012-2017,1113,1794,-446K,-0.14,-0.10,-0.91%,9.59%,1.85%,-9.73bpm
high - split,2012,1118,1791,42.0K,0.08,0.04,0.50%,2.77%,2.47%,4.01bpm
high - split,2013,1126,1793,-879K,-1.87,-4.40,-8.79%,4.22%,1.59%,-109.54bpm
high - split,2014,1132,1781,623K,1.02,1.89,6.23%,1.65%,1.81%,68.40bpm
high - split,2015,1105,1790,802K,1.10,2.25,8.02%,2.25%,1.92%,82.69bpm
high - split,2016,1090,1812,-1.10M,-1.31,-3.47,-11.00%,9.49%,1.57%,-138.91bpm
high - split,2017,1073,1838,67.9K,1.40,3.38,8.15%,0.39%,1.40%,115.56bpm
high - split,2012-2017,1113,1794,-445K,-0.14,-0.10,-0.90%,9.59%,1.85%,-9.73bpm
high * split,2012,1118,1791,42.1K,0.08,0.04,0.50%,2.78%,2.47%,4.01bpm
high * split,2013,1126,1793,-880K,-1.88,-4.41,-8.80%,4.22%,1.60%,-109.34bpm
high * split,2014,1132,1781,618K,1.01,1.87,6.18%,1.65%,1.81%,67.71bpm
high * split,2015,1104,1790,799K,1.10,2.24,7.99%,2.25%,1.93%,82.28bpm
high * split,2016,1090,1812,-1.10M,-1.31,-3.47,-11.00%,9.49%,1.57%,-138.74bpm
high * split,2017,1073,1838,67.9K,1.40,3.37,8.15%,0.39%,1.40%,115.29bpm
high * split,2012-2017,1113,1794,-453K,-0.14,-0.10,-0.92%,9.59%,1.85%,-9.87bpm
split/high,2012,1075,1834,-202K,-0.32,-0.26,-2.40%,5.36%,3.71%,-12.80bpm
split/high,2013,1045,1873,525K,0.83,1.13,5.25%,3.33%,2.85%,36.62bpm
split/high,2014,1030,1882,-1.41M,-1.76,-3.79,-14.13%,10.63%,3.05%,-92.06bpm
split/high,2015,1023,1871,-1.04M,-0.97,-1.58,-10.43%,8.25%,3.89%,-53.17bpm
split/high,2016,1028,1874,1.29M,1.07,2.13,12.90%,4.88%,3.23%,79.20bpm
split/high,2017,1041,1870,38.2K,0.57,0.77,4.59%,1.08%,2.48%,36.68bpm
split/high,2012-2017,1039,1868,-804K,-0.18,-0.12,-1.63%,18.42%,3.32%,-9.76bpm
high/split,2012,1118,1791,44.0K,0.09,0.04,0.52%,2.77%,2.49%,4.18bpm
high/split,2013,1126,1793,-877K,-1.87,-4.38,-8.77%,4.20%,1.60%,-108.80bpm
high/split,2014,1132,1781,622K,1.02,1.88,6.22%,1.65%,1.81%,68.06bpm
high/split,2015,1105,1790,800K,1.10,2.23,8.00%,2.25%,1.93%,82.06bpm
high/split,2016,1090,1812,-1.10M,-1.31,-3.47,-11.01%,9.49%,1.58%,-138.51bpm
high/split,2017,1073,1838,67.8K,1.40,3.35,8.13%,0.39%,1.41%,114.30bpm
high/split,2012-2017,1113,1794,-444K,-0.14,-0.09,-0.90%,9.59%,1.85%,-9.65bpm
high + dividend,2012,1118,1791,41.8K,0.08,0.04,0.50%,2.78%,2.47%,3.98bpm
high + dividend,2013,1126,1793,-880K,-1.88,-4.41,-8.80%,4.22%,1.59%,-109.52bpm
high + dividend,2014,1132,1781,623K,1.02,1.89,6.23%,1.65%,1.81%,68.37bpm
high + dividend,2015,1105,1790,801K,1.10,2.24,8.01%,2.25%,1.92%,82.65bpm
high + dividend,2016,1090,1812,-1.10M,-1.31,-3.47,-11.00%,9.49%,1.57%,-138.85bpm
high + dividend,2017,1073,1838,67.9K,1.40,3.38,8.15%,0.39%,1.40%,115.59bpm
high + dividend,2012-2017,1113,1794,-446K,-0.14,-0.10,-0.91%,9.59%,1.85%,-9.73bpm
high - dividend,2012,1118,1791,42.1K,0.08,0.04,0.50%,2.77%,2.48%,4.01bpm
high - dividend,2013,1126,1793,-879K,-1.87,-4.40,-8.79%,4.22%,1.59%,-109.40bpm
high - dividend,2014,1132,1781,623K,1.02,1.89,6.23%,1.65%,1.81%,68.32bpm
high - dividend,2015,1105,1790,802K,1.10,2.25,8.02%,2.25%,1.92%,82.64bpm
high - dividend,2016,1090,1812,-1.10M,-1.31,-3.47,-11.00%,9.49%,1.57%,-138.76bpm
high - dividend,2017,1073,1838,67.9K,1.40,3.38,8.15%,0.39%,1.40%,115.47bpm
high - dividend,2012-2017,1113,1794,-445K,-0.14,-0.10,-0.90%,9.59%,1.85%,-9.71bpm
high * dividend,2012,91,1027,-388K,-0.65,-0.16,-4.62%,3.44%,73.94%,-1.24bpm
high * dividend,2013,86,967,-709K,-1.47,-0.46,-7.09%,4.83%,72.33%,-1.95bpm
high * dividend,2014,88,965,631K,0.91,0.27,6.31%,1.96%,73.49%,1.70bpm
high * dividend,2015,90,972,-269K,-0.43,-0.08,-2.69%,5.03%,73.12%,-0.73bpm
high * dividend,2016,90,991,-279K,-0.40,-0.08,-2.79%,4.42%,72.50%,-0.76bpm
high * dividend,2017,59,752,21.9K,0.39,0.08,2.63%,1.06%,68.66%,0.76bpm
high * dividend,2012-2017,88,979,-993K,-0.31,-0.05,-2.02%,8.50%,72.97%,-0.55bpm
dividend/high,2012,97,1021,-1.42M,-2.14,-1.03,-16.86%,7.09%,73.40%,-4.56bpm
dividend/high,2013,92,961,-1.19M,-1.93,-0.78,-11.94%,6.19%,72.18%,-3.28bpm
dividend/high,2014,94,959,131K,0.24,0.03,1.31%,1.88%,72.03%,0.36bpm
dividend/high,2015,96,966,-1.20M,-2.05,-0.84,-12.03%,7.00%,71.97%,-3.32bpm
dividend/high,2016,96,985,-228K,-0.40,-0.07,-2.28%,5.55%,71.84%,-0.63bpm
dividend/high,2017,63,748,29.3K,0.70,0.16,3.52%,0.47%,68.11%,1.03bpm
dividend/high,2012-2017,95,973,-3.88M,-1.27,-0.42,-7.88%,21.84%,72.18%,-2.17bpm
high/dividend,2012,3,4,1.35M,1.06,0.35,16.05%,5.83%,142.92%,2.23bpm
high/dividend,2013,3,3,-958K,-0.67,-0.18,-9.58%,10.00%,138.10%,-1.38bpm
high/dividend,2014,3,4,558K,0.41,0.08,5.58%,10.65%,141.27%,0.78bpm
high/dividend,2015,3,4,1.32M,0.72,0.22,13.15%,7.69%,136.51%,1.91bpm
high/dividend,2016,3,4,-1.43M,-0.84,-0.27,-14.27%,10.49%,134.13%,-2.11bpm
high/dividend,2017,1,1,-32.6K,-0.33,-0.06,-3.91%,1.49%,119.05%,-0.65bpm
high/dividend,2012-2017,3,4,806K,0.10,0.01,1.64%,17.27%,138.11%,0.24bpm
low + volume,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
low + volume,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
low + volume,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
low + volume,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
low + volume,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
low + volume,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
low + volume,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
low - volume,2012,2020,889,-292K,-0.53,-0.24,-3.47%,2.85%,16.52%,-4.17bpm
low - volume,2013,2012,906,222K,0.43,0.16,2.22%,1.67%,16.57%,2.66bpm
low - volume,2014,1992,921,217K,0.25,0.09,2.17%,4.22%,17.14%,2.51bpm
low - volume,2015,1982,913,326K,0.53,0.23,3.26%,1.42%,16.56%,3.90bpm
low - volume,2016,1999,903,-285K,-0.42,-0.18,-2.85%,3.36%,15.91%,-3.55bpm
low - volume,2017,1992,919,-151K,-3.85,-4.11,-18.15%,0.67%,15.93%,-22.60bpm
low - volume,2012-2017,2000,907,36.7K,0.01,0.00,0.07%,4.57%,16.53%,0.09bpm
low * volume,2012,870,2039,257K,0.46,0.21,3.06%,2.62%,14.10%,4.30bpm
low * volume,2013,881,2038,-880K,-1.53,-1.20,-8.80%,4.66%,14.14%,-12.35bpm
low * volume,2014,895,2017,806K,1.07,0.81,8.06%,2.24%,14.16%,11.30bpm
low * volume,2015,887,2008,612K,0.77,0.51,6.12%,2.84%,14.01%,8.67bpm
low * volume,2016,884,2018,-870K,-1.03,-0.83,-8.70%,8.54%,13.51%,-12.77bpm
low * volume,2017,886,2025,120K,1.99,2.04,14.44%,0.41%,13.74%,20.85bpm
low * volume,2012-2017,884,2023,45.8K,0.01,0.00,0.09%,8.54%,13.98%,0.13bpm
volume/low,2012,794,2115,1.06M,0.92,0.77,12.58%,5.21%,18.01%,13.86bpm
volume/low,2013,807,2112,-92.9K,-0.10,-0.02,-0.93%,4.71%,18.00%,-1.02bpm
volume/low,2014,808,2105,-1.85M,-1.12,-1.12,-18.50%,15.81%,18.66%,-19.67bpm
volume/low,2015,808,2087,-373K,-0.23,-0.10,-3.73%,7.93%,18.23%,-4.06bpm
volume/low,2016,797,2106,811K,0.37,0.26,8.11%,11.05%,16.81%,9.57bpm
volume/low,2017,784,2128,156K,2.97,3.24,18.68%,0.75%,15.60%,23.76bpm
volume/low,2012-2017,803,2105,-291K,-0.04,-0.01,-0.59%,19.44%,17.90%,-0.65bpm
low/volume,2012,786,2123,-844K,-1.52,-1.10,-10.03%,5.89%,18.89%,-10.54bpm
low/volume,2013,807,2111,-857K,-1.78,-1.24,-8.57%,5.29%,17.73%,-9.59bpm
low/volume,2014,840,2072,278K,0.53,0.24,2.78%,1.86%,13.70%,4.03bpm
low/volume,2015,835,2060,16.4K,0.02,0.00,0.16%,2.32%,15.66%,0.21bpm
low/volume,2016,823,2079,343K,0.41,0.20,3.43%,5.62%,13.85%,4.91bpm
low/volume,2017,805,2106,-403K,-7.45,-13.74,-48.32%,2.03%,14.21%,-67.47bpm
low/volume,2012-2017,819,2088,-1.47M,-0.45,-0.20,-2.98%,11.14%,15.84%,-3.73bpm
low + returns,2012,1117,1791,50.4K,0.10,0.05,0.60%,2.78%,2.48%,4.79bpm
low + returns,2013,1126,1793,-889K,-1.89,-4.45,-8.89%,4.26%,1.59%,-110.63bpm
low + returns,2014,1131,1782,631K,1.02,1.91,6.31%,1.66%,1.81%,69.30bpm
low + returns,2015,1103,1791,813K,1.11,2.28,8.13%,2.24%,1.94%,83.15bpm
low + returns,2016,1089,1813,-1.10M,-1.30,-3.44,-11.00%,9.51%,1.58%,-138.01bpm
low + returns,2017,1074,1837,68.4K,1.40,3.42,8.21%,0.39%,1.39%,117.48bpm
low + returns,2012-2017,1112,1795,-426K,-0.13,-0.09,-0.87%,9.61%,1.85%,-9.27bpm
low - returns,2012,1117,1791,50.8K,0.10,0.05,0.60%,2.78%,2.48%,4.84bpm
low - returns,2013,1126,1793,-889K,-1.89,-4.45,-8.89%,4.26%,1.59%,-110.72bpm
low - returns,2014,1131,1782,632K,1.03,1.92,6.32%,1.66%,1.81%,69.45bpm
low - returns,2015,1103,1791,813K,1.11,2.28,8.13%,2.24%,1.94%,83.29bpm
