alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
employee / assets,2014,943.0,1577.0,-909K,-1.36,-2.31,-9.09%,5.91%,3.14%,-57.41bpm
employee / assets,2015,957.0,1563.0,523K,0.91,1.18,5.23%,2.56%,3.06%,33.92bpm
employee / assets,2016,962.0,1575.0,802K,1.48,2.54,8.02%,2.08%,2.71%,58.67bpm
employee / assets,2017,978.0,1577.0,-159K,-3.55,-10.07,-13.82%,1.17%,1.71%,-159.98bpm
employee / assets,2012-2017,968.0,1566.0,356K,0.13,0.06,0.72%,6.64%,2.96%,4.84bpm
assets / employee,2012,943.0,1591.0,-817K,-1.53,-2.64,-10.14%,7.77%,3.40%,-59.19bpm
assets / employee,2013,934.0,1541.0,-520K,-0.6,-0.73,-5.20%,5.36%,3.49%,-29.51bpm
assets / employee,2014,907.0,1562.0,487K,0.68,0.84,4.87%,3.19%,3.12%,30.96bpm
assets / employee,2015,899.0,1569.0,-31.2K,-0.04,-0.01,-0.31%,3.58%,4.50%,-1.37bpm
assets / employee,2016,896.0,1586.0,-1.32M,-1.4,-3.08,-13.25%,8.21%,2.74%,-96.01bpm
assets / employee,2017,885.0,1613.0,110K,1.25,2.02,9.54%,0.65%,3.67%,51.57bpm
assets / employee,2012-2017,914.0,1570.0,-2.10M,-0.54,-0.6,-4.26%,15.18%,3.46%,-24.44bpm
enterprise_value / assets,2012,764.0,1166.0,-1.66M,-3.09,-6.01,-20.55%,8.28%,5.45%,-74.80bpm
enterprise_value / assets,2013,772.0,1154.0,-719K,-1.1,-1.34,-7.19%,4.71%,4.85%,-29.45bpm
enterprise_value / assets,2014,777.0,1145.0,-504K,-0.56,-0.55,-5.04%,9.74%,5.24%,-19.08bpm
enterprise_value / assets,2015,764.0,1122.0,-143K,-0.18,-0.1,-1.43%,3.86%,5.14%,-5.52bpm
enterprise_value / assets,2016,770.0,1091.0,-1.81M,-1.53,-2.77,-18.11%,9.61%,5.55%,-64.72bpm
enterprise_value / assets,2017,763.0,1103.0,339K,5.96,18.41,29.44%,0.28%,3.09%,189.17bpm
enterprise_value / assets,2012-2017,769.0,1134.0,-4.49M,-1.06,-1.41,-9.13%,24.48%,5.19%,-34.93bpm
assets / enterprise_value,2012,792.0,1139.0,-487K,-0.45,-0.22,-6.04%,8.61%,24.69%,-4.86bpm
assets / enterprise_value,2013,811.0,1115.0,933K,0.68,0.48,9.33%,5.85%,19.20%,9.64bpm
assets / enterprise_value,2014,790.0,1131.0,178K,0.26,0.09,1.78%,3.34%,13.73%,2.57bpm
assets / enterprise_value,2015,784.0,1102.0,-2.27M,-1.89,-2.02,-22.71%,13.67%,19.97%,-22.56bpm
assets / enterprise_value,2016,770.0,1091.0,-407K,-0.39,-0.17,-4.07%,6.66%,23.12%,-3.49bpm
assets / enterprise_value,2017,812.0,1054.0,461K,7.16,13.27,40.02%,0.36%,11.64%,68.20bpm
assets / enterprise_value,2012-2017,790.0,1113.0,-1.59M,-0.28,-0.12,-3.24%,19.13%,19.76%,-3.25bpm
eps / assets,2012,1118.0,1582.0,1.13M,2.41,3.9,14.01%,1.74%,5.36%,51.91bpm
eps / assets,2013,1160.0,1545.0,627K,0.92,1.02,6.27%,3.09%,5.09%,24.47bpm
eps / assets,2014,1199.0,1494.0,-146K,-0.12,-0.06,-1.46%,6.47%,6.12%,-4.73bpm
eps / assets,2015,1187.0,1489.0,12.0K,0.02,0.0,0.12%,6.18%,4.90%,0.49bpm
eps / assets,2016,1185.0,1511.0,-266K,-0.28,-0.22,-2.66%,11.52%,4.19%,-12.61bpm
eps / assets,2017,1176.0,1515.0,125K,1.19,2.61,10.82%,0.74%,2.27%,94.72bpm
eps / assets,2012-2017,1172.0,1521.0,1.48M,0.34,0.26,3.01%,11.61%,5.05%,11.81bpm
assets / eps,2012,1015.0,1658.0,528K,0.68,0.86,6.56%,4.50%,4.07%,31.97bpm
assets / eps,2013,1015.0,1667.0,352K,0.4,0.37,3.52%,3.65%,4.06%,17.22bpm
assets / eps,2014,1008.0,1660.0,-547K,-0.76,-0.97,-5.47%,3.94%,3.41%,-31.82bpm
assets / eps,2015,1055.0,1599.0,424K,0.52,0.55,4.24%,3.70%,3.77%,22.28bpm
assets / eps,2016,1089.0,1586.0,-1.15M,-1.27,-2.31,-11.47%,7.26%,3.43%,-66.23bpm
assets / eps,2017,993.0,1674.0,40.1K,0.59,0.99,3.49%,0.96%,1.25%,55.47bpm
assets / eps,2012-2017,1036.0,1634.0,-349K,-0.08,-0.04,-0.71%,9.33%,3.68%,-3.83bpm
equity / assets,2012,1404.0,1272.0,-18.4K,-0.06,-0.02,-0.23%,1.89%,3.32%,-1.37bpm
equity / assets,2013,1412.0,1271.0,8.11K,0.02,0.0,0.08%,2.62%,2.61%,0.62bpm
equity / assets,2014,1399.0,1273.0,-88.6K,-0.18,-0.1,-0.89%,2.93%,3.14%,-5.59bpm
equity / assets,2015,1378.0,1283.0,427K,1.09,1.3,4.27%,2.47%,3.00%,28.20bpm
equity / assets,2016,1400.0,1279.0,-684K,-1.47,-2.55,-6.84%,4.57%,2.28%,-59.59bpm
equity / assets,2017,1414.0,1263.0,-181K,-5.52,-17.54,-15.73%,0.93%,1.56%,-199.94bpm
equity / assets,2012-2017,1399.0,1276.0,-537K,-0.26,-0.16,-1.09%,5.57%,2.82%,-7.67bpm
assets / equity,2012,1063.0,1613.0,-808K,-0.89,-1.31,-10.04%,6.38%,4.60%,-43.25bpm
assets / equity,2013,1143.0,1540.0,2.42M,2.55,5.4,24.16%,2.11%,5.38%,89.18bpm
assets / equity,2014,1138.0,1533.0,-883K,-0.87,-1.15,-8.83%,7.59%,5.06%,-34.61bpm
assets / equity,2015,1112.0,1549.0,-19.4K,-0.02,0.0,-0.19%,4.11%,6.44%,-0.60bpm
assets / equity,2016,1165.0,1515.0,-97.3K,-0.11,-0.05,-0.97%,6.40%,3.70%,-5.22bpm
assets / equity,2017,1140.0,1537.0,28.7K,0.51,0.6,2.49%,0.49%,1.81%,27.30bpm
assets / equity,2012-2017,1127.0,1547.0,636K,0.14,0.07,1.29%,9.22%,4.98%,5.15bpm
goodwill / assets,2012,939.0,1475.0,304K,1.27,1.27,3.78%,0.82%,3.77%,19.90bpm
goodwill / assets,2013,951.0,1475.0,-560K,-1.93,-2.72,-5.60%,3.59%,2.81%,-39.52bpm
goodwill / assets,2014,934.0,1488.0,223K,0.51,0.44,2.23%,1.59%,3.00%,14.75bpm
goodwill / assets,2015,931.0,1488.0,-142K,-0.39,-0.27,-1.42%,2.43%,3.06%,-9.21bpm
goodwill / assets,2016,937.0,1499.0,17.9K,0.05,0.01,0.18%,2.69%,2.78%,1.28bpm
goodwill / assets,2017,944.0,1504.0,-2.00K,-0.06,-0.02,-0.17%,0.31%,1.87%,-1.84bpm
goodwill / assets,2012-2017,939.0,1486.0,-159K,-0.09,-0.03,-0.32%,4.54%,3.03%,-2.12bpm
assets / goodwill,2012,492.0,1283.0,-433K,-1.35,-1.33,-5.38%,2.66%,5.53%,-19.29bpm
assets / goodwill,2013,478.0,1295.0,-289K,-0.41,-0.3,-2.89%,4.11%,5.35%,-10.71bpm
assets / goodwill,2014,497.0,1256.0,-649K,-0.89,-0.93,-6.49%,5.36%,5.90%,-21.80bpm
assets / goodwill,2015,495.0,1272.0,-190K,-0.26,-0.15,-1.90%,4.88%,5.66%,-6.65bpm
assets / goodwill,2016,490.0,1317.0,-797K,-1.15,-1.32,-7.97%,4.44%,6.05%,-26.13bpm
assets / goodwill,2017,505.0,1321.0,-49.8K,-0.67,-0.88,-4.33%,0.80%,2.52%,-34.07bpm
assets / goodwill,2012-2017,491.0,1285.0,-2.41M,-0.73,-0.68,-4.89%,12.25%,5.63%,-17.24bpm
income / assets,2012,1365.0,1335.0,1.56M,2.75,5.5,19.33%,2.16%,4.82%,79.58bpm
income / assets,2013,1386.0,1321.0,234K,0.36,0.26,2.34%,3.41%,4.42%,10.50bpm
income / assets,2014,1397.0,1296.0,588K,0.54,0.59,5.88%,4.52%,4.86%,24.02bpm
income / assets,2015,1389.0,1288.0,384K,0.46,0.39,3.84%,5.12%,5.24%,14.53bpm
income / assets,2016,1393.0,1304.0,-406K,-0.36,-0.35,-4.06%,11.66%,4.25%,-18.97bpm
income / assets,2017,1380.0,1312.0,177K,1.66,4.57,15.38%,0.68%,2.04%,149.77bpm
income / assets,2012-2017,1387.0,1308.0,2.53M,0.56,0.59,5.15%,11.66%,4.65%,21.97bpm
assets / income,2012,1221.0,1479.0,35.9K,0.07,0.02,0.45%,2.92%,5.43%,1.63bpm
assets / income,2013,1322.0,1385.0,-258K,-0.5,-0.37,-2.58%,2.47%,4.85%,-10.54bpm
assets / income,2014,1246.0,1447.0,-67.4K,-0.1,-0.04,-0.67%,3.15%,5.17%,-2.59bpm
assets / income,2015,1231.0,1445.0,-265K,-0.41,-0.28,-2.65%,3.60%,5.45%,-9.64bpm
assets / income,2016,1248.0,1448.0,-629K,-1.02,-1.13,-6.29%,5.29%,5.10%,-24.46bpm
assets / income,2017,1261.0,1430.0,109K,1.1,2.2,9.43%,0.97%,2.35%,79.72bpm
assets / income,2012-2017,1255.0,1439.0,-1.07M,-0.35,-0.23,-2.18%,9.58%,5.13%,-8.45bpm
income_beforeextra / assets,2012,1369.0,1332.0,1.50M,2.64,5.23,18.61%,2.18%,4.74%,77.98bpm
income_beforeextra / assets,2013,1393.0,1314.0,265K,0.4,0.32,2.65%,3.12%,4.31%,12.19bpm
income_beforeextra / assets,2014,1405.0,1289.0,527K,0.48,0.5,5.27%,4.70%,4.85%,21.57bpm
income_beforeextra / assets,2015,1393.0,1284.0,384K,0.45,0.39,3.84%,5.02%,5.22%,14.59bpm
income_beforeextra / assets,2016,1395.0,1302.0,-438K,-0.39,-0.4,-4.38%,11.67%,4.22%,-20.59bpm
income_beforeextra / assets,2017,1386.0,1305.0,159K,1.49,3.9,13.80%,0.69%,2.02%,135.63bpm
income_beforeextra / assets,2012-2017,1392.0,1303.0,2.40M,0.53,0.55,4.87%,11.67%,4.60%,20.99bpm
assets / income_beforeextra,2012,1235.0,1466.0,238K,0.47,0.33,2.96%,3.04%,6.09%,9.64bpm
assets / income_beforeextra,2013,1310.0,1396.0,329K,0.65,0.53,3.29%,1.86%,4.90%,13.34bpm
assets / income_beforeextra,2014,1265.0,1428.0,58.4K,0.09,0.03,0.58%,3.09%,5.00%,2.32bpm
assets / income_beforeextra,2015,1245.0,1432.0,-501K,-0.71,-0.69,-5.01%,3.35%,5.34%,-18.60bpm
assets / income_beforeextra,2016,1256.0,1440.0,-387K,-0.63,-0.55,-3.87%,4.49%,5.06%,-15.18bpm
assets / income_beforeextra,2017,1290.0,1401.0,98.4K,1.01,1.99,8.55%,0.90%,2.22%,76.54bpm
assets / income_beforeextra,2012-2017,1264.0,1430.0,-163K,-0.05,-0.01,-0.33%,7.49%,5.18%,-1.27bpm
income_tax / assets,2012,1242.0,1453.0,-181K,-0.5,-0.34,-2.25%,2.52%,4.85%,-9.20bpm
income_tax / assets,2013,1260.0,1443.0,-820K,-2.19,-3.15,-8.20%,3.89%,3.97%,-41.02bpm
income_tax / assets,2014,1208.0,1481.0,912K,2.13,3.26,9.12%,1.73%,3.88%,46.70bpm
income_tax / assets,2015,1233.0,1440.0,797K,1.65,2.22,7.97%,1.49%,4.40%,35.96bpm
income_tax / assets,2016,1256.0,1437.0,-524K,-0.9,-1.04,-5.24%,3.95%,3.90%,-26.66bpm
income_tax / assets,2017,1227.0,1459.0,159K,1.7,4.37,13.85%,0.47%,2.10%,131.05bpm
income_tax / assets,2012-2017,1239.0,1451.0,343K,0.14,0.06,0.70%,6.72%,4.12%,3.36bpm
assets / income_tax,2012,1089.0,1412.0,-1.25M,-1.45,-2.35,-15.50%,9.59%,5.94%,-51.78bpm
assets / income_tax,2013,1030.0,1464.0,-633K,-0.81,-0.93,-6.33%,7.65%,4.74%,-26.48bpm
assets / income_tax,2014,1038.0,1422.0,557K,0.53,0.53,5.57%,3.13%,5.63%,19.61bpm
assets / income_tax,2015,1042.0,1391.0,-177K,-0.26,-0.14,-1.77%,3.81%,5.96%,-5.90bpm
assets / income_tax,2016,1039.0,1422.0,369K,0.58,0.53,3.69%,1.49%,4.42%,16.56bpm
assets / income_tax,2017,1012.0,1437.0,-178K,-2.72,-7.32,-15.44%,1.18%,2.13%,-143.62bpm
assets / income_tax,2012-2017,1045.0,1423.0,-1.31M,-0.31,-0.22,-2.66%,15.65%,5.24%,-10.09bpm
interest_expense / assets,2012,883.0,1296.0,69.2K,0.2,0.09,0.86%,1.47%,4.33%,3.94bpm
interest_expense / assets,2013,886.0,1299.0,376K,0.99,1.02,3.76%,1.19%,3.56%,20.99bpm
interest_expense / assets,2014,892.0,1306.0,-548K,-1.0,-1.15,-5.48%,4.99%,4.16%,-26.16bpm
interest_expense / assets,2015,891.0,1294.0,-660K,-1.35,-1.69,-6.60%,5.13%,4.22%,-31.02bpm
interest_expense / assets,2016,868.0,1308.0,460K,0.67,0.77,4.60%,3.41%,3.52%,25.92bpm
interest_expense / assets,2017,868.0,1342.0,258K,6.16,20.95,22.40%,0.19%,1.94%,229.49bpm
interest_expense / assets,2012-2017,884.0,1302.0,-45.1K,-0.02,0.0,-0.09%,10.35%,3.90%,-0.47bpm
assets / interest_expense,2012,579.0,1409.0,-782K,-1.41,-1.78,-9.71%,5.59%,6.07%,-31.76bpm
assets / interest_expense,2013,587.0,1411.0,686K,0.97,1.18,6.86%,1.66%,4.70%,28.97bpm
assets / interest_expense,2014,602.0,1417.0,-174K,-0.2,-0.11,-1.74%,7.46%,5.19%,-6.67bpm
assets / interest_expense,2015,627.0,1382.0,-36.4K,-0.04,-0.01,-0.36%,4.45%,5.58%,-1.30bpm
assets / interest_expense,2016,639.0,1382.0,116K,0.14,0.08,1.16%,5.06%,4.07%,5.66bpm
assets / interest_expense,2017,644.0,1409.0,-129K,-1.66,-3.84,-11.20%,1.19%,2.10%,-105.56bpm
assets / interest_expense,2012-2017,609.0,1400.0,-319K,-0.08,-0.03,-0.65%,7.46%,5.01%,-2.57bpm
inventory / assets,2012,849.0,1499.0,-10.3K,-0.04,-0.01,-0.13%,1.41%,3.49%,-0.73bpm
inventory / assets,2013,851.0,1505.0,1.60K,0.01,0.0,0.02%,2.38%,2.68%,0.12bpm
inventory / assets,2014,848.0,1504.0,-167K,-0.57,-0.45,-1.67%,2.41%,2.73%,-12.11bpm
inventory / assets,2015,838.0,1545.0,-232K,-0.67,-0.6,-2.32%,1.54%,2.84%,-16.15bpm
inventory / assets,2016,843.0,1552.0,634K,1.87,2.99,6.34%,1.46%,2.50%,50.37bpm
inventory / assets,2017,849.0,1585.0,-121K,-3.8,-9.24,-10.55%,0.76%,1.78%,-117.48bpm
inventory / assets,2012-2017,846.0,1524.0,105K,0.07,0.02,0.21%,3.38%,2.80%,1.52bpm
assets / inventory,2012,630.0,1203.0,119K,0.16,0.08,1.47%,2.85%,5.32%,5.50bpm
assets / inventory,2013,636.0,1172.0,37.9K,0.05,0.02,0.38%,3.00%,4.57%,1.64bpm
assets / inventory,2014,596.0,1137.0,757K,1.17,1.61,7.57%,2.18%,4.00%,37.50bpm
assets / inventory,2015,571.0,1141.0,-125K,-0.15,-0.09,-1.25%,5.88%,3.91%,-6.38bpm
assets / inventory,2016,574.0,1160.0,63.7K,0.08,0.03,0.64%,4.62%,3.39%,3.73bpm
assets / inventory,2017,580.0,1158.0,-632K,-5.39,-20.85,-54.94%,3.47%,3.67%,-296.78bpm
assets / inventory,2012-2017,600.0,1161.0,219K,0.06,0.02,0.45%,7.92%,4.18%,2.12bpm
inventory_turnover / assets,2012,609.0,1737.0,-102K,-0.09,-0.04,-1.27%,4.76%,5.30%,-4.75bpm
inventory_turnover / assets,2013,598.0,1754.0,2.02M,1.59,3.34,20.17%,2.99%,4.58%,87.38bpm
inventory_turnover / assets,2014,584.0,1765.0,-455K,-0.49,-0.48,-4.55%,9.32%,4.77%,-18.91bpm
inventory_turnover / assets,2015,597.0,1783.0,447K,0.46,0.43,4.47%,3.75%,5.00%,17.73bpm
inventory_turnover / assets,2016,592.0,1800.0,-619K,-0.61,-0.67,-6.19%,8.88%,5.25%,-23.41bpm
inventory_turnover / assets,2017,595.0,1833.0,-190K,-1.85,-3.66,-16.51%,1.77%,4.20%,-77.93bpm
inventory_turnover / assets,2012-2017,595.0,1771.0,1.10M,0.2,0.13,2.23%,9.32%,4.95%,8.94bpm
assets / inventory_turnover,2012,551.0,1275.0,150K,0.19,0.1,1.86%,4.98%,6.04%,6.12bpm
assets / inventory_turnover,2013,554.0,1247.0,619K,0.68,0.76,6.19%,4.84%,4.97%,24.68bpm
assets / inventory_turnover,2014,545.0,1183.0,74.3K,0.08,0.03,0.74%,4.94%,5.45%,2.71bpm
assets / inventory_turnover,2015,542.0,1166.0,651K,0.57,0.69,6.51%,4.11%,4.46%,28.95bpm
assets / inventory_turnover,2016,547.0,1182.0,-1.01M,-0.97,-1.52,-10.08%,8.87%,4.12%,-48.51bpm
assets / inventory_turnover,2017,552.0,1178.0,42.9K,0.54,0.57,3.73%,0.94%,3.33%,22.20bpm
assets / inventory_turnover,2012-2017,548.0,1207.0,529K,0.11,0.05,1.07%,10.82%,4.93%,4.33bpm
invested_capital / assets,2012,1422.0,1231.0,370K,1.55,1.79,4.60%,0.58%,3.44%,26.48bpm
invested_capital / assets,2013,1424.0,1238.0,-429K,-1.47,-1.86,-4.29%,2.47%,2.70%,-31.48bpm
invested_capital / assets,2014,1439.0,1213.0,-339K,-1.06,-1.15,-3.39%,2.02%,2.85%,-23.62bpm
invested_capital / assets,2015,1431.0,1210.0,-326K,-1.09,-1.11,-3.26%,2.43%,3.18%,-20.32bpm
invested_capital / assets,2016,1456.0,1207.0,-201K,-0.69,-0.6,-2.01%,1.71%,2.59%,-15.39bpm
invested_capital / assets,2017,1478.0,1191.0,-59.6K,-2.74,-4.92,-5.18%,0.32%,1.60%,-64.04bpm
invested_capital / assets,2012-2017,1436.0,1218.0,-984K,-0.67,-0.56,-2.00%,7.01%,2.90%,-13.67bpm
assets / invested_capital,2012,1035.0,1618.0,-479K,-1.27,-1.51,-5.95%,3.13%,4.18%,-28.24bpm
assets / invested_capital,2013,1065.0,1597.0,546K,0.9,1.08,5.46%,2.04%,3.79%,28.56bpm
assets / invested_capital,2014,1065.0,1587.0,264K,0.35,0.26,2.64%,3.07%,4.94%,10.62bpm
assets / invested_capital,2015,1057.0,1584.0,-262K,-0.37,-0.27,-2.62%,5.46%,5.01%,-10.36bpm
assets / invested_capital,2016,1031.0,1631.0,-361K,-0.5,-0.48,-3.61%,4.64%,3.84%,-18.68bpm
assets / invested_capital,2017,1089.0,1581.0,347K,2.61,9.19,30.16%,1.27%,2.43%,245.81bpm
assets / invested_capital,2012-2017,1052.0,1602.0,55.1K,0.02,0.0,0.11%,6.08%,4.31%,0.52bpm
liabilities / assets,2012,1302.0,1395.0,30.6K,0.11,0.04,0.38%,2.00%,3.06%,2.47bpm
liabilities / assets,2013,1293.0,1408.0,558K,1.81,2.88,5.58%,0.91%,2.19%,50.46bpm
liabilities / assets,2014,1307.0,1379.0,-14.3K,-0.04,-0.01,-0.14%,2.28%,2.40%,-1.18bpm
liabilities / assets,2015,1315.0,1361.0,6.08K,0.02,0.0,0.06%,2.46%,2.69%,0.45bpm
liabilities / assets,2016,1292.0,1401.0,620K,1.45,2.47,6.20%,1.19%,2.15%,57.29bpm
liabilities / assets,2017,1269.0,1417.0,131K,3.86,10.96,11.39%,0.25%,1.42%,159.72bpm
liabilities / assets,2012-2017,1301.0,1389.0,1.33M,0.74,0.78,2.71%,3.20%,2.45%,21.90bpm
assets / liabilities,2012,997.0,1700.0,-317K,-0.76,-0.77,-3.94%,3.46%,3.77%,-20.69bpm
assets / liabilities,2013,981.0,1719.0,252K,0.37,0.29,2.52%,2.71%,3.88%,12.87bpm
assets / liabilities,2014,995.0,1691.0,409K,0.59,0.71,4.09%,3.96%,2.83%,28.64bpm
assets / liabilities,2015,991.0,1684.0,-447K,-0.63,-0.67,-4.47%,4.46%,3.92%,-22.65bpm
assets / liabilities,2016,1015.0,1677.0,-1.14M,-1.66,-3.5,-11.39%,6.28%,2.57%,-87.92bpm
assets / liabilities,2017,998.0,1687.0,133K,2.37,5.57,11.53%,0.44%,2.10%,109.09bpm
assets / liabilities,2012-2017,996.0,1694.0,-1.11M,-0.34,-0.28,-2.26%,9.77%,3.35%,-13.36bpm
liabilities_curr / assets,2012,927.0,1198.0,-281K,-1.19,-1.2,-3.49%,2.10%,3.40%,-20.35bpm
liabilities_curr / assets,2013,930.0,1190.0,592K,1.57,2.27,5.92%,1.35%,2.82%,41.66bpm
liabilities_curr / assets,2014,921.0,1195.0,187K,0.45,0.36,1.87%,1.47%,2.94%,12.60bpm
liabilities_curr / assets,2015,893.0,1179.0,258K,0.73,0.64,2.58%,1.74%,3.42%,14.97bpm
liabilities_curr / assets,2016,873.0,1167.0,129K,0.4,0.29,1.29%,1.69%,2.57%,9.98bpm
liabilities_curr / assets,2017,864.0,1182.0,76.0K,3.35,6.92,6.60%,0.22%,1.55%,84.74bpm
liabilities_curr / assets,2012-2017,907.0,1185.0,961K,0.55,0.45,1.95%,2.10%,2.98%,13.00bpm
assets / liabilities_curr,2012,850.0,1275.0,511K,1.16,1.53,6.34%,1.46%,3.61%,34.82bpm
assets / liabilities_curr,2013,861.0,1259.0,44.3K,0.1,0.03,0.44%,2.43%,3.58%,2.45bpm
assets / liabilities_curr,2014,851.0,1265.0,-1.38M,-1.57,-3.12,-13.79%,9.02%,3.51%,-77.96bpm
assets / liabilities_curr,2015,829.0,1243.0,-1.93M,-2.07,-3.66,-19.27%,12.78%,6.14%,-62.26bpm
assets / liabilities_curr,2016,815.0,1225.0,-554K,-1.16,-1.65,-5.54%,4.49%,2.75%,-39.93bpm
assets / liabilities_curr,2017,813.0,1234.0,-107K,-1.23,-3.28,-9.31%,0.58%,1.31%,-140.54bpm
assets / liabilities_curr,2012-2017,840.0,1252.0,-3.41M,-0.99,-1.33,-6.93%,23.06%,3.87%,-35.54bpm
operating_expense / assets,2012,1112.0,1558.0,80.0K,0.3,0.16,0.99%,1.66%,3.25%,6.06bpm
operating_expense / assets,2013,1101.0,1578.0,319K,1.04,1.16,3.19%,0.84%,2.57%,24.69bpm
operating_expense / assets,2014,1068.0,1598.0,297K,0.73,0.76,2.97%,3.08%,2.79%,21.16bpm
operating_expense / assets,2015,1065.0,1588.0,446K,1.21,1.54,4.46%,0.94%,2.77%,32.02bpm
operating_expense / assets,2016,1095.0,1576.0,919K,2.64,5.21,9.19%,0.97%,2.36%,77.21bpm
operating_expense / assets,2017,1093.0,1573.0,-59.5K,-1.64,-2.93,-5.17%,0.57%,1.62%,-63.38bpm
operating_expense / assets,2012-2017,1087.0,1580.0,2.00M,1.15,1.41,4.07%,3.08%,2.70%,29.91bpm
assets / operating_expense,2012,1099.0,1570.0,-881K,-1.65,-3.1,-10.94%,6.93%,3.09%,-70.23bpm
assets / operating_expense,2013,1075.0,1601.0,-1.77M,-2.36,-5.37,-17.75%,9.29%,3.41%,-103.18bpm
assets / operating_expense,2014,1057.0,1607.0,-123K,-0.22,-0.15,-1.23%,3.96%,2.57%,-9.48bpm
assets / operating_expense,2015,1074.0,1577.0,-207K,-0.36,-0.28,-2.07%,3.09%,3.36%,-12.21bpm
assets / operating_expense,2016,1086.0,1584.0,8.33K,0.01,0.0,0.08%,4.39%,2.10%,0.79bpm
assets / operating_expense,2017,1041.0,1624.0,54.2K,1.05,1.87,4.71%,0.45%,1.49%,62.62bpm
assets / operating_expense,2012-2017,1076.0,1589.0,-2.92M,-0.95,-1.37,-5.94%,18.58%,2.87%,-41.14bpm
operating_income / assets,2012,1275.0,1389.0,813K,1.52,2.29,10.10%,2.56%,4.44%,45.14bpm
operating_income / assets,2013,1306.0,1368.0,368K,0.56,0.54,3.68%,2.53%,4.05%,18.02bpm
operating_income / assets,2014,1322.0,1340.0,1.10M,1.08,1.74,11.00%,4.07%,4.22%,51.77bpm
operating_income / assets,2015,1310.0,1335.0,669K,0.79,0.95,6.69%,3.55%,4.67%,28.40bpm
operating_income / assets,2016,1297.0,1365.0,-477K,-0.45,-0.51,-4.77%,12.10%,3.71%,-25.52bpm
operating_income / assets,2017,1290.0,1364.0,-133K,-1.69,-3.89,-11.56%,1.17%,2.19%,-104.65bpm
operating_income / assets,2012-2017,1303.0,1358.0,2.34M,0.55,0.58,4.76%,12.10%,4.16%,22.67bpm
assets / operating_income,2012,1212.0,1449.0,1.59M,2.56,4.38,19.71%,2.31%,6.72%,58.19bpm
assets / operating_income,2013,1262.0,1409.0,-744K,-1.21,-1.35,-7.44%,6.82%,6.01%,-24.57bpm
assets / operating_income,2014,1251.0,1410.0,-620K,-0.75,-0.8,-6.20%,5.40%,5.52%,-22.26bpm
assets / operating_income,2015,1229.0,1415.0,700K,0.51,0.57,7.00%,6.60%,5.60%,24.79bpm
assets / operating_income,2016,1249.0,1412.0,-1.03M,-0.71,-0.9,-10.33%,11.27%,6.42%,-31.93bpm
assets / operating_income,2017,1190.0,1464.0,-317K,-2.91,-8.47,-27.55%,1.64%,3.25%,-168.32bpm
assets / operating_income,2012-2017,1240.0,1419.0,-426K,-0.08,-0.03,-0.87%,14.08%,5.96%,-2.88bpm
ppent / assets,2012,1109.0,1397.0,193K,1.0,0.89,2.40%,1.14%,3.05%,15.63bpm
ppent / assets,2013,1102.0,1400.0,61.9K,0.27,0.14,0.62%,1.72%,2.21%,5.57bpm
ppent / assets,2014,1064.0,1416.0,216K,0.72,0.69,2.16%,1.38%,2.31%,18.50bpm
ppent / assets,2015,1029.0,1435.0,38.1K,0.12,0.04,0.38%,2.15%,2.96%,2.55bpm
ppent / assets,2016,1031.0,1445.0,252K,0.83,0.88,2.52%,1.56%,2.25%,22.18bpm
ppent / assets,2017,1059.0,1427.0,32.0K,0.95,1.4,2.78%,0.37%,1.28%,43.10bpm
ppent / assets,2012-2017,1065.0,1419.0,793K,0.57,0.46,1.61%,2.58%,2.51%,12.75bpm
assets / ppent,2012,835.0,1620.0,-267K,-0.35,-0.28,-3.31%,5.63%,5.40%,-12.16bpm
assets / ppent,2013,818.0,1625.0,-840K,-0.99,-1.46,-8.40%,7.31%,3.83%,-43.58bpm
assets / ppent,2014,802.0,1617.0,-1.39M,-1.03,-1.64,-13.94%,11.33%,5.45%,-50.77bpm
assets / ppent,2015,806.0,1599.0,-405K,-0.41,-0.4,-4.05%,5.91%,4.27%,-18.80bpm
assets / ppent,2016,805.0,1609.0,-1.47M,-0.96,-1.84,-14.65%,8.11%,3.99%,-72.85bpm
assets / ppent,2017,801.0,1615.0,35.8K,0.34,0.38,3.11%,1.06%,2.40%,25.78bpm
assets / ppent,2012-2017,812.0,1614.0,-4.34M,-0.76,-1.06,-8.81%,23.51%,4.51%,-38.81bpm
pretax_income / assets,2012,1350.0,1341.0,1.22M,2.29,4.16,15.13%,2.18%,4.60%,65.24bpm
pretax_income / assets,2013,1372.0,1327.0,-22.6K,-0.04,-0.01,-0.23%,3.64%,4.13%,-1.09bpm
pretax_income / assets,2014,1371.0,1316.0,673K,0.65,0.79,6.73%,4.01%,4.58%,29.18bpm
pretax_income / assets,2015,1364.0,1306.0,469K,0.59,0.57,4.69%,4.64%,4.97%,18.73bpm
pretax_income / assets,2016,1359.0,1329.0,-484K,-0.45,-0.49,-4.84%,10.95%,4.07%,-23.64bpm
pretax_income / assets,2017,1354.0,1326.0,173K,1.6,4.46,15.00%,0.66%,1.93%,153.97bpm
pretax_income / assets,2012-2017,1364.0,1323.0,2.03M,0.48,0.46,4.12%,10.95%,4.40%,18.56bpm
